step,phase,obs,action_raw,action_clipped,action_scaled
102,0.796875,"[-9.5694035e-01  2.9028466e-01 -2.8172016e-01  3.9864540e-02
  8.5714338e-03  2.1982193e-04 -1.0686779e+00  1.2987156e-01]",[-1.0848893  -0.08970989],[-1.0848893  -0.08970989],[-0.27122232 -0.02242747]
103,0.8046875,"[-9.4154406e-01  3.3688986e-01 -2.7981186e-01  3.9864540e-02
  9.0109827e-03 -2.1982193e-04 -1.0848893e+00 -8.9709885e-02]",[-1.1907958  -0.17740208],[-1.1907958  -0.17740208],[-0.29769894 -0.04435052]
104,0.8125,"[-9.2387950e-01  3.8268343e-01 -2.7981186e-01  3.9864540e-02
  9.0109827e-03  6.5937045e-04 -1.1907958e+00 -1.7740208e-01]",[-1.3872963  -0.18842283],[-1.3872963  -0.18842283],[-0.34682408 -0.04710571]
105,0.8203125,"[-9.0398932e-01  4.2755508e-01 -2.7637863e-01  3.9864540e-02
  6.3735964e-03  6.5937045e-04 -1.3872963e+00 -1.8842283e-01]",[-1.2224766  -0.17885748],[-1.2224766  -0.17885748],[-0.30561915 -0.04471437]
106,0.828125,"[-0.8819213   0.47139674 -0.27523422  0.03986454  0.0046154  -0.00241756
 -1.2224766  -0.17885748]",[-1.0063583  -0.09931082],[-1.0063583  -0.09931082],[-0.25158957 -0.02482771]
107,0.8359375,"[-0.8577286   0.51410276 -0.27447128  0.03948307  0.00197802 -0.00197802
 -1.0063583  -0.09931082]",[-0.8777554  -0.06167864],[-0.8777554  -0.06167864],[-0.21943885 -0.01541966]
108,0.84375,"[-0.8314696   0.55557024 -0.27447128  0.0391016  -0.00241756 -0.00197802
 -0.8777554  -0.06167864]",[-0.7157516   0.00078174],[-0.7157516   0.00078174],[-0.1789379   0.00019544]
109,0.8515625,"[-8.0320752e-01  5.9569931e-01 -2.7523422e-01  3.8720131e-02
 -4.6154023e-03 -1.9780160e-03 -7.1575159e-01  7.8174099e-04]",[-0.5742979  0.0412108],[-0.5742979  0.0412108],[-0.14357448  0.0103027 ]
110,0.859375,"[-0.77301043  0.6343933  -0.27523422  0.03833866 -0.0046154  -0.00153847
 -0.5742979   0.0412108 ]",[-0.42105374  0.13504872],[-0.42105374  0.13504872],[-0.10526343  0.03376218]
111,0.8671875000000001,"[-0.7409511   0.671559   -0.27523422  0.03795719 -0.0046154  -0.00417585
 -0.42105374  0.13504872]",[-0.3050633   0.15066962],[-0.3050633   0.15066962],[-0.07626583  0.0376674 ]
